problemUrl,topic,subTopic
https://leetcode.com/problems/balanced-binary-tree/,Step 13: Binary Trees,13.3 Hard Problems
https://leetcode.com/problems/search-in-a-binary-search-tree/,Step 14: Binary Search Trees,14.1 Concepts
https://www.geeksforgeeks.org/floor-in-binary-search-tree-bst/,Step 14: Binary Search Trees,14.1 Concepts
https://www.geeksforgeeks.org/ceil-in-binary-search-tree-bst/,Step 14: Binary Search Trees,14.1 Concepts
https://leetcode.com/problems/insert-into-a-binary-search-tree/,Step 14: Binary Search Trees,14.1 Concepts
https://leetcode.com/problems/delete-node-in-a-bst/,Step 14: Binary Search Trees,14.1 Concepts
https://leetcode.com/problems/kth-smallest-element-in-a-bst/,Step 14: Binary Search Trees,14.1 Concepts
https://www.geeksforgeeks.org/kth-largest-element-in-bst-when-modification-to-bst-is-not-allowed/,Step 14: Binary Search Trees,14.1 Concepts
https://leetcode.com/problems/validate-binary-search-tree/,Step 14: Binary Search Trees,14.1 Concepts
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/inorder-successor-in-bst/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/binary-search-tree-iterator/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/recover-binary-search-tree/,Step 14: Binary Search Trees,14.2 Problems
https://www.geeksforgeeks.org/largest-bst-binary-tree-set-2/,Step 14: Binary Search Trees,14.2 Problems
https://leetcode.com/problems/unique-binary-search-trees/,Step 14: Binary Search Trees,14.2 Problems
https://www.geeksforgeeks.org/graph-and-its-representations/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/breadth-first-search/,Step 15: Graphs,15.1 Learning
https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/number-of-provinces/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/number-of-islands/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/rotting-oranges/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/flood-fill/,Step 15: Graphs,15.1 Learning
https://www.geeksforgeeks.org/detect-cycle-undirected-graph/,Step 15: Graphs,15.1 Learning
https://www.geeksforgeeks.org/detect-cycle-in-a-graph/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/01-matrix/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/surrounded-regions/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/number-of-enclaves/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/word-ladder/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/word-ladder-ii/,Step 15: Graphs,15.1 Learning
https://www.geeksforgeeks.org/find-number-of-closed-islands-in-given-matrix/,Step 15: Graphs,15.1 Learning
https://leetcode.com/problems/is-graph-bipartite/,Step 15: Graphs,15.1 Learning
https://www.geeksforgeeks.org/topological-sorting/,Step 15: Graphs,15.2 Topo Sort
https://www.geeksforgeeks.org/topological-sorting-indegree-based-solution/,Step 15: Graphs,15.2 Topo Sort
https://www.geeksforgeeks.org/detect-cycle-in-a-graph/,Step 15: Graphs,15.2 Topo Sort
https://www.geeksforgeeks.org/detect-cycle-in-a-graph/,Step 15: Graphs,15.2 Topo Sort
https://leetcode.com/problems/course-schedule/,Step 15: Graphs,15.2 Topo Sort
https://leetcode.com/problems/course-schedule-ii/,Step 15: Graphs,15.2 Topo Sort
https://leetcode.com/problems/find-eventual-safe-states/,Step 15: Graphs,15.2 Topo Sort
https://www.geeksforgeeks.org/given-sorted-dictionary-find-precedence-characters/,Step 15: Graphs,15.2 Topo Sort
https://www.geeksforgeeks.org/shortest-path-unweighted-graph/,Step 15: Graphs,15.3 Shortest Path
https://www.geeksforgeeks.org/shortest-path-for-directed-acyclic-graphs/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/network-delay-time/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/shortest-path-in-binary-matrix/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/path-with-minimum-effort/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/cheapest-flights-within-k-stops/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/network-delay-time/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/,Step 15: Graphs,15.3 Shortest Path
https://www.geeksforgeeks.org/bellman-ford-algorithm-dp-23/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors/,Step 15: Graphs,15.3 Shortest Path
https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,Step 15: Graphs,15.3 Shortest Path
https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/,Step 15: Graphs,15.4 MST/Disjoint Set
https://www.geeksforgeeks.org/union-find/,Step 15: Graphs,15.4 MST/Disjoint Set
https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/number-of-operations-to-make-network-connected/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/accounts-merge/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/number-of-islands-ii/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/making-a-large-island/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/swim-in-rising-water/,Step 15: Graphs,15.4 MST/Disjoint Set
https://leetcode.com/problems/critical-connections-in-a-network/,Step 15: Graphs,15.5 Other Algorithms
https://www.geeksforgeeks.org/articulation-points-or-cut-vertices-in-a-graph/,Step 15: Graphs,15.5 Other Algorithms
https://www.geeksforgeeks.org/strongly-connected-components/,Step 15: Graphs,15.5 Other Algorithms
https://leetcode.com/problems/climbing-stairs/,Step 16: Dynamic Programming,16.1 1D DP
https://www.geeksforgeeks.org/minimum-cost-to-reach-nth-floor/,Step 16: Dynamic Programming,16.1 1D DP
https://www.geeksforgeeks.org/minimum-cost-reach-destination/,Step 16: Dynamic Programming,16.1 1D DP
https://leetcode.com/problems/house-robber/,Step 16: Dynamic Programming,16.1 1D DP
https://leetcode.com/problems/house-robber-ii/,Step 16: Dynamic Programming,16.1 1D DP
https://www.geeksforgeeks.org/maximum-points-top-left-matrix/,Step 16: Dynamic Programming,16.1 1D DP
https://leetcode.com/problems/unique-paths/,Step 16: Dynamic Programming,16.2 2D DP
https://leetcode.com/problems/unique-paths-ii/,Step 16: Dynamic Programming,16.2 2D DP
https://leetcode.com/problems/minimum-path-sum/,Step 16: Dynamic Programming,16.2 2D DP
https://leetcode.com/problems/triangle/,Step 16: Dynamic Programming,16.2 2D DP
https://www.geeksforgeeks.org/maximum-path-sum-matrix/,Step 16: Dynamic Programming,16.2 2D DP
https://www.geeksforgeeks.org/chocolate-pickup-problem-dp-67/,Step 16: Dynamic Programming,16.2 2D DP
https://www.geeksforgeeks.org/subset-sum-problem-dp-25/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://leetcode.com/problems/partition-equal-subset-sum/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/count-of-subsets-with-sum-equal-to-x/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/count-of-subsets-having-sum-equal-to-target/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/0-1-knapsack-problem-dp-10/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://leetcode.com/problems/coin-change/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://leetcode.com/problems/target-sum/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://leetcode.com/problems/coin-change-ii/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/unbounded-knapsack-repetition-items-allowed/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://www.geeksforgeeks.org/cutting-a-rod-dp-13/,Step 16: Dynamic Programming,16.3 DP on Subsequences
https://leetcode.com/problems/longest-common-subsequence/,Step 16: Dynamic Programming,16.4 DP on Strings
https://www.geeksforgeeks.org/print-longest-common-subsequence/,Step 16: Dynamic Programming,16.4 DP on Strings
https://www.geeksforgeeks.org/longest-common-substring-dp-29/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/longest-palindromic-subsequence/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/delete-operation-for-two-strings/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/shortest-common-supersequence/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/distinct-subsequences/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/edit-distance/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/wildcard-matching/,Step 16: Dynamic Programming,16.4 DP on Strings
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,Step 16: Dynamic Programming,16.5 DP on Stocks
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,Step 16: Dynamic Programming,16.5 DP on Stocks
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,Step 16: Dynamic Programming,16.5 DP on Stocks
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,Step 16: Dynamic Programming,16.5 DP on Stocks
https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,Step 16: Dynamic Programming,16.5 DP on Stocks
https://leetcode.com/problems/longest-increasing-subsequence/,Step 16: Dynamic Programming,16.6 DP on LIS
https://www.geeksforgeeks.org/construction-of-longest-monotonically-increasing-subsequence-n-log-n/,Step 16: Dynamic Programming,16.6 DP on LIS
https://leetcode.com/problems/longest-increasing-subsequence/,Step 16: Dynamic Programming,16.6 DP on LIS
https://leetcode.com/problems/largest-divisible-subset/,Step 16: Dynamic Programming,16.6 DP on LIS
https://leetcode.com/problems/longest-string-chain/,Step 16: Dynamic Programming,16.6 DP on LIS
https://www.geeksforgeeks.org/longest-bitonic-subsequence-dp-15/,Step 16: Dynamic Programming,16.6 DP on LIS
https://leetcode.com/problems/number-of-longest-increasing-subsequence/,Step 16: Dynamic Programming,16.6 DP on LIS
https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/,Step 16: Dynamic Programming,16.7 MCM/Partition DP
https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,Step 16: Dynamic Programming,16.7 MCM/Partition DP
https://leetcode.com/problems/burst-balloons/,Step 16: Dynamic Programming,16.7 MCM/Partition DP
https://leetcode.com/problems/palindrome-partitioning-ii/,Step 16: Dynamic Programming,16.7 MCM/Partition DP
https://leetcode.com/problems/partition-array-for-maximum-sum/,Step 16: Dynamic Programming,16.7 MCM/Partition DP
https://leetcode.com/problems/maximal-square/,Step 16: Dynamic Programming,16.8 DP on Squares
https://leetcode.com/problems/count-square-submatrices-with-all-ones/,Step 16: Dynamic Programming,16.8 DP on Squares
https://leetcode.com/problems/implement-trie-prefix-tree/,Step 17: Tries,17.1 Theory & Problems
https://www.geeksforgeeks.org/trie-insert-and-search/,Step 17: Tries,17.1 Theory & Problems
https://www.geeksforgeeks.org/longest-string-with-all-prefix-strings/,Step 17: Tries,17.1 Theory & Problems
https://www.geeksforgeeks.org/count-distinct-substrings-string-using-suffix-trie/,Step 17: Tries,17.1 Theory & Problems
https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,Step 17: Tries,17.1 Theory & Problems
https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,Step 17: Tries,17.1 Theory & Problems
https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,Step 17: Tries,17.1 Theory & Problems
https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/count-and-say/,Step 18: Strings II,18.1 Hard Problems
https://www.geeksforgeeks.org/string-hashing-using-polynomial-rolling-hash-function/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/implement-strstr/,Step 18: Strings II,18.1 Hard Problems
https://www.geeksforgeeks.org/z-algorithm-linear-time-pattern-searching-algorithm/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/shortest-palindrome/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/longest-happy-prefix/,Step 18: Strings II,18.1 Hard Problems
https://leetcode.com/problems/count-different-palindromic-subsequences/,Step 18: Strings II,18.1 Hard Problems
